fill	x	y	key	tooltip	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#FFA489	1	-11	Align.implementation.goals.with.CSIP..Comprehen...	0.467798452244996	Align.implementation.goals.with.CSIP..Comprehen...	Develop.and.implement.protocol.for.conducting.w...	52	0.5	1.5	-11.5	-10.5	#FFA489	0
#FFA083	1	-11	Align.implementation.goals.with.CSIP..Comprehen...	0.491882048846075	Align.implementation.goals.with.CSIP..Comprehen...	Annually..summarize.district.wide.fidelity.and....	53	0.5	1.5	-11.5	-10.5	#FFA083	0
#FFA286	1	-11	Align.implementation.goals.with.CSIP..Comprehen...	0.481039649936568	Align.implementation.goals.with.CSIP..Comprehen...	Establish.district..and.building.level.goal.s.....	54	0.5	1.5	-11.5	-10.5	#FFA286	0
#FFA286	1	-11	Align.implementation.goals.with.CSIP..Comprehen...	0.481968677151547	Align.implementation.goals.with.CSIP..Comprehen...	Revisit.and.revise.PD.plans.based.on.data.	55	0.5	1.5	-11.5	-10.5	#FFA286	0
#FF805F	1	-3	Align.implementation.goals.with.CSIP..Comprehen...	0.644732592247594	Align.implementation.goals.with.CSIP..Comprehen...	Develop.timelines.and.expectations.aligning.imp...	56	0.5	1.5	-3.5	-2.5	#FF805F	0
#FF0000	1	-1	Align.implementation.goals.with.CSIP..Comprehen...	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	57	0.5	1.5	-1.5	-0.5	#FF0000	0
#FF977A	1	-12	Align.implementation.goals.with.CSIP..Comprehen...	0.531552755917045	Align.implementation.goals.with.CSIP..Comprehen...	Teacher_leader_growth_mindset_In_Place	58	0.5	1.5	-12.5	-11.5	#FF977A	0
#FF8262	1	-13	Align.implementation.goals.with.CSIP..Comprehen...	0.63281515202809	Align.implementation.goals.with.CSIP..Comprehen...	Total_amount_in_place	59	0.5	1.5	-13.5	-12.5	#FF8262	0
#FFC8B6	1	-6	Align.implementation.goals.with.CSIP..Comprehen...	0.286468170709736	Align.implementation.goals.with.CSIP..Comprehen...	ETLP_avg	60	0.5	1.5	-6.5	-5.5	#FFC8B6	0
#FFD5C7	1	-15	Annually..summarize.district.wide.fidelity.and....	0.218357326138573	Annually..summarize.district.wide.fidelity.and....	Form.district.leadership.team..DLT....see.Bluep...	61	0.5	1.5	-15.5	-14.5	#FFD5C7	0
#FFF2EE	1	-16	Annually..summarize.district.wide.fidelity.and....	0.065689399351367	Annually..summarize.district.wide.fidelity.and....	Designate.district.level.contact.person.	62	0.5	1.5	-16.5	-15.5	#FFF2EE	0
#FFD4C6	1	-16	Annually..summarize.district.wide.fidelity.and....	0.222425509195926	Annually..summarize.district.wide.fidelity.and....	Designate.building.level.contact.person..for.ea...	63	0.5	1.5	-16.5	-15.5	#FFD4C6	0
#FFAF96	1	-11	Annually..summarize.district.wide.fidelity.and....	0.414398351861606	Annually..summarize.district.wide.fidelity.and....	Develop.protocol.for.maintaining.ongoing.commun...	64	0.5	1.5	-11.5	-10.5	#FFAF96	0
#FFA98F	1	-10	Annually..summarize.district.wide.fidelity.and....	0.444002392724002	Annually..summarize.district.wide.fidelity.and....	Develop.a.district.wide.plan.for.consistent.and...	65	0.5	1.5	-10.5	-9.5	#FFA98F	0
#FF9273	1	-6	Annually..summarize.district.wide.fidelity.and....	0.558383261815881	Annually..summarize.district.wide.fidelity.and....	Identify.a.process.for.monitoring.progress.of.t...	66	0.5	1.5	-6.5	-5.5	#FF9273	0
#FFA287	1	-11	Annually..summarize.district.wide.fidelity.and....	0.477626553613958	Annually..summarize.district.wide.fidelity.and....	Administer.Self.Assessment.Practice.Profile.at....	67	0.5	1.5	-11.5	-10.5	#FFA287	0
#FFCAB8	1	-9	Annually..summarize.district.wide.fidelity.and....	0.276905318948109	Annually..summarize.district.wide.fidelity.and....	Administer.implementation.survey..e.g..Collabor...	68	0.5	1.5	-9.5	-8.5	#FFCAB8	0
#FF9678	1	-6	Annually..summarize.district.wide.fidelity.and....	0.536640743741596	Annually..summarize.district.wide.fidelity.and....	Use.technology.to.increase.the.quality.and.time...	69	0.5	1.5	-6.5	-5.5	#FF9678	0
#FFC0AB	1	-11	Annually..summarize.district.wide.fidelity.and....	0.32807273658388	Annually..summarize.district.wide.fidelity.and....	Participate.in.regional..cadre..and.state.event...	70	0.5	1.5	-11.5	-10.5	#FFC0AB	0
#FF9A7D	1	-10	Annually..summarize.district.wide.fidelity.and....	0.518571173942665	Annually..summarize.district.wide.fidelity.and....	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	71	0.5	1.5	-10.5	-9.5	#FF9A7D	0
#FF8665	1	-4	Annually..summarize.district.wide.fidelity.and....	0.616974532183001	Annually..summarize.district.wide.fidelity.and....	Develop.and.implement.protocol.for.conducting.w...	72	0.5	1.5	-4.5	-3.5	#FF8665	0
#FF0000	1	-1	Annually..summarize.district.wide.fidelity.and....	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	73	0.5	1.5	-1.5	-0.5	#FF0000	0
#FF896A	1	-4	Annually..summarize.district.wide.fidelity.and....	0.599525205667803	Annually..summarize.district.wide.fidelity.and....	Establish.district..and.building.level.goal.s.....	74	0.5	1.5	-4.5	-3.5	#FF896A	0
#FF9577	1	-7	Annually..summarize.district.wide.fidelity.and....	0.544160733984543	Annually..summarize.district.wide.fidelity.and....	Revisit.and.revise.PD.plans.based.on.data.	75	0.5	1.5	-7.5	-6.5	#FF9577	0
#FF8969	1	-5	Annually..summarize.district.wide.fidelity.and....	0.601372695307514	Annually..summarize.district.wide.fidelity.and....	Develop.timelines.and.expectations.aligning.imp...	76	0.5	1.5	-5.5	-4.5	#FF8969	0
#FFA083	1	-5	Annually..summarize.district.wide.fidelity.and....	0.491882048846075	Annually..summarize.district.wide.fidelity.and....	Align.implementation.goals.with.CSIP..Comprehen...	77	0.5	1.5	-5.5	-4.5	#FFA083	0
#FF7452	1	-6	Annually..summarize.district.wide.fidelity.and....	0.69891403848331	Annually..summarize.district.wide.fidelity.and....	Teacher_leader_growth_mindset_In_Place	78	0.5	1.5	-6.5	-5.5	#FF7452	0
#FF7958	1	-9	Annually..summarize.district.wide.fidelity.and....	0.675553909060131	Annually..summarize.district.wide.fidelity.and....	Total_amount_in_place	79	0.5	1.5	-9.5	-8.5	#FF7958	0
#FFBBA5	1	-2	Annually..summarize.district.wide.fidelity.and....	0.353169669295508	Annually..summarize.district.wide.fidelity.and....	ETLP_avg	80	0.5	1.5	-2.5	-1.5	#FFBBA5	0
#FFBBA5	1	-4	Designate.building.level.contact.person..for.ea...	0.352002542558835	Designate.building.level.contact.person..for.ea...	Form.district.leadership.team..DLT....see.Bluep...	81	0.5	1.5	-4.5	-3.5	#FFBBA5	0
#FFC3AF	1	-3	Designate.building.level.contact.person..for.ea...	0.314188958809704	Designate.building.level.contact.person..for.ea...	Designate.district.level.contact.person.	82	0.5	1.5	-3.5	-2.5	#FFC3AF	0
#FF0000	1	-1	Designate.building.level.contact.person..for.ea...	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	83	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFB49C	1	-14	Designate.building.level.contact.person..for.ea...	0.388562852202935	Designate.building.level.contact.person..for.ea...	Develop.protocol.for.maintaining.ongoing.commun...	84	0.5	1.5	-14.5	-13.5	#FFB49C	0
#FFAD93	1	-13	Designate.building.level.contact.person..for.ea...	0.426898550100916	Designate.building.level.contact.person..for.ea...	Develop.a.district.wide.plan.for.consistent.and...	85	0.5	1.5	-13.5	-12.5	#FFAD93	0
#FFC7B4	1	-17	Designate.building.level.contact.person..for.ea...	0.291971046776422	Designate.building.level.contact.person..for.ea...	Identify.a.process.for.monitoring.progress.of.t...	86	0.5	1.5	-17.5	-16.5	#FFC7B4	0
#FFB8A1	1	-16	Designate.building.level.contact.person..for.ea...	0.37063600089516	Designate.building.level.contact.person..for.ea...	Administer.Self.Assessment.Practice.Profile.at....	87	0.5	1.5	-16.5	-15.5	#FFB8A1	0
#FFD9CC	1	-16	Designate.building.level.contact.person..for.ea...	0.198261940082982	Designate.building.level.contact.person..for.ea...	Administer.implementation.survey..e.g..Collabor...	88	0.5	1.5	-16.5	-15.5	#FFD9CC	0
#FFCDBB	1	-16	Designate.building.level.contact.person..for.ea...	0.262824037758337	Designate.building.level.contact.person..for.ea...	Use.technology.to.increase.the.quality.and.time...	89	0.5	1.5	-16.5	-15.5	#FFCDBB	0
#FFD8CA	1	-16	Designate.building.level.contact.person..for.ea...	0.204304258368185	Designate.building.level.contact.person..for.ea...	Participate.in.regional..cadre..and.state.event...	90	0.5	1.5	-16.5	-15.5	#FFD8CA	0
#FFB69E	1	-15	Designate.building.level.contact.person..for.ea...	0.380189131754752	Designate.building.level.contact.person..for.ea...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	91	0.5	1.5	-15.5	-14.5	#FFB69E	0
#FFD1C1	1	-17	Designate.building.level.contact.person..for.ea...	0.238945661656369	Designate.building.level.contact.person..for.ea...	Develop.and.implement.protocol.for.conducting.w...	92	0.5	1.5	-17.5	-16.5	#FFD1C1	0
#FFD4C6	1	-18	Designate.building.level.contact.person..for.ea...	0.222425509195926	Designate.building.level.contact.person..for.ea...	Annually..summarize.district.wide.fidelity.and....	93	0.5	1.5	-18.5	-17.5	#FFD4C6	0
#FFD0BF	1	-17	Designate.building.level.contact.person..for.ea...	0.247941826006861	Designate.building.level.contact.person..for.ea...	Establish.district..and.building.level.goal.s.....	94	0.5	1.5	-17.5	-16.5	#FFD0BF	0
#FFD6C7	1	-17	Designate.building.level.contact.person..for.ea...	0.215967987585296	Designate.building.level.contact.person..for.ea...	Revisit.and.revise.PD.plans.based.on.data.	95	0.5	1.5	-17.5	-16.5	#FFD6C7	0
#FFC8B5	1	-16	Designate.building.level.contact.person..for.ea...	0.287590248230166	Designate.building.level.contact.person..for.ea...	Develop.timelines.and.expectations.aligning.imp...	96	0.5	1.5	-16.5	-15.5	#FFC8B5	0
#FFD3C4	1	-18	Designate.building.level.contact.person..for.ea...	0.230216480979067	Designate.building.level.contact.person..for.ea...	Align.implementation.goals.with.CSIP..Comprehen...	97	0.5	1.5	-18.5	-17.5	#FFD3C4	0
#FFCCBB	1	-19	Designate.building.level.contact.person..for.ea...	0.264981866317592	Designate.building.level.contact.person..for.ea...	Teacher_leader_growth_mindset_In_Place	98	0.5	1.5	-19.5	-18.5	#FFCCBB	0
#FFB39B	1	-18	Designate.building.level.contact.person..for.ea...	0.395601362208105	Designate.building.level.contact.person..for.ea...	Total_amount_in_place	99	0.5	1.5	-18.5	-17.5	#FFB39B	0
#FFF3EF	1	-18	Designate.building.level.contact.person..for.ea...	0.0619205976452489	Designate.building.level.contact.person..for.ea...	ETLP_avg	100	0.5	1.5	-18.5	-17.5	#FFF3EF	0
#FFBEA9	1	-6	Designate.district.level.contact.person.	0.337078564578182	Designate.district.level.contact.person.	Form.district.leadership.team..DLT....see.Bluep...	101	0.5	1.5	-6.5	-5.5	#FFBEA9	0
#FF0000	1	-1	Designate.district.level.contact.person.	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	102	0.5	1.5	-1.5	-0.5	#FF0000	0
#FFC3AF	1	-8	Designate.district.level.contact.person.	0.314188958809704	Designate.district.level.contact.person.	Designate.building.level.contact.person..for.ea...	103	0.5	1.5	-8.5	-7.5	#FFC3AF	0
#FFDDD1	1	-20	Designate.district.level.contact.person.	0.178699735182931	Designate.district.level.contact.person.	Develop.protocol.for.maintaining.ongoing.commun...	104	0.5	1.5	-20.5	-19.5	#FFDDD1	0
#FFE2D8	1	-20	Designate.district.level.contact.person.	0.150055376909504	Designate.district.level.contact.person.	Develop.a.district.wide.plan.for.consistent.and...	105	0.5	1.5	-20.5	-19.5	#FFE2D8	0
#FFEEE8	1	-20	Designate.district.level.contact.person.	0.0877695811524353	Designate.district.level.contact.person.	Identify.a.process.for.monitoring.progress.of.t...	106	0.5	1.5	-20.5	-19.5	#FFEEE8	0
#FFF1EC	1	-20	Designate.district.level.contact.person.	0.0726287676748361	Designate.district.level.contact.person.	Administer.Self.Assessment.Practice.Profile.at....	107	0.5	1.5	-20.5	-19.5	#FFF1EC	0
#FFF7F4	1	-20	Designate.district.level.contact.person.	0.0416079926019262	Designate.district.level.contact.person.	Administer.implementation.survey..e.g..Collabor...	108	0.5	1.5	-20.5	-19.5	#FFF7F4	0
#FFECE5	1	-20	Designate.district.level.contact.person.	0.0998484010835171	Designate.district.level.contact.person.	Use.technology.to.increase.the.quality.and.time...	109	0.5	1.5	-20.5	-19.5	#FFECE5	0
#FFECE5	1	-20	Designate.district.level.contact.person.	0.0987823762444857	Designate.district.level.contact.person.	Participate.in.regional..cadre..and.state.event...	110	0.5	1.5	-20.5	-19.5	#FFECE5	0
#FFEDE6	1	-20	Designate.district.level.contact.person.	0.0942718428142501	Designate.district.level.contact.person.	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	111	0.5	1.5	-20.5	-19.5	#FFEDE6	0
#FFF1EB	1	-20	Designate.district.level.contact.person.	0.076081167661547	Designate.district.level.contact.person.	Develop.and.implement.protocol.for.conducting.w...	112	0.5	1.5	-20.5	-19.5	#FFF1EB	0
#FFF2EE	1	-20	Designate.district.level.contact.person.	0.065689399351367	Designate.district.level.contact.person.	Annually..summarize.district.wide.fidelity.and....	113	0.5	1.5	-20.5	-19.5	#FFF2EE	0
#FFF5F2	1	-20	Designate.district.level.contact.person.	0.0510852961432106	Designate.district.level.contact.person.	Establish.district..and.building.level.goal.s.....	114	0.5	1.5	-20.5	-19.5	#FFF5F2	0
#FFECE5	1	-20	Designate.district.level.contact.person.	0.0999556766069937	Designate.district.level.contact.person.	Revisit.and.revise.PD.plans.based.on.data.	115	0.5	1.5	-20.5	-19.5	#FFECE5	0
#FFF6F3	1	-20	Designate.district.level.contact.person.	0.0465046721448258	Designate.district.level.contact.person.	Develop.timelines.and.expectations.aligning.imp...	116	0.5	1.5	-20.5	-19.5	#FFF6F3	0
#FFEFE9	1	-20	Designate.district.level.contact.person.	0.0835355268008614	Designate.district.level.contact.person.	Align.implementation.goals.with.CSIP..Comprehen...	117	0.5	1.5	-20.5	-19.5	#FFEFE9	0
#FFF1EB	1	-20	Designate.district.level.contact.person.	0.0755094319440272	Designate.district.level.contact.person.	Teacher_leader_growth_mindset_In_Place	118	0.5	1.5	-20.5	-19.5	#FFF1EB	0
#FFE3D8	1	-20	Designate.district.level.contact.person.	0.149109306443028	Designate.district.level.contact.person.	Total_amount_in_place	119	0.5	1.5	-20.5	-19.5	#FFE3D8	0
#FAF6FF	1	-20	Designate.district.level.contact.person.	-0.0381226401062476	Designate.district.level.contact.person.	ETLP_avg	120	0.5	1.5	-20.5	-19.5	#FAF6FF	0
#FFBFAA	1	-7	Develop.a.district.wide.plan.for.consistent.and...	0.333954330109027	Develop.a.district.wide.plan.for.consistent.and...	Form.district.leadership.team..DLT....see.Bluep...	121	0.5	1.5	-7.5	-6.5	#FFBFAA	0
#FFE2D8	1	-5	Develop.a.district.wide.plan.for.consistent.and...	0.150055376909504	Develop.a.district.wide.plan.for.consistent.and...	Designate.district.level.contact.person.	122	0.5	1.5	-5.5	-4.5	#FFE2D8	0
#FFAD93	1	-2	Develop.a.district.wide.plan.for.consistent.and...	0.426898550100916	Develop.a.district.wide.plan.for.consistent.and...	Designate.building.level.contact.person..for.ea...	123	0.5	1.5	-2.5	-1.5	#FFAD93	0
#FF8160	1	-3	Develop.a.district.wide.plan.for.consistent.and...	0.637891829042081	Develop.a.district.wide.plan.for.consistent.and...	Develop.protocol.for.maintaining.ongoing.commun...	124	0.5	1.5	-3.5	-2.5	#FF8160	0
#FF0000	1	-1	Develop.a.district.wide.plan.for.consistent.and...	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	125	0.5	1.5	-1.5	-0.5	#FF0000	0
