colour	x	xend	y	yend	tooltip	showSelected1	PANEL
#FF0000	-0.0137230378620536	0.0401078166962689	4	4	1	IC_Establish.district..and.building.level.goal.s.....	1
#FF8F6F	-0.0137230378620536	0.0401078166962689	4	4	0.574634380482613	IC_Revisit.and.revise.PD.plans.based.on.data.	1
#FF8F70	-0.0137230378620536	0.0401078166962689	4	4	0.572460429919268	IC_Develop.timelines.and.expectations.aligning.imp...	1
#FFA286	-0.0137230378620536	0.0401078166962689	4	4	0.481039649936568	IC_Align.implementation.goals.with.CSIP..Comprehen...	1
#FF7C5B	-0.0137230378620536	0.0401078166962689	4	4	0.659972065988447	IC_Teacher_leader_growth_mindset_In_Place	1
#FF8767	-0.0137230378620536	0.0401078166962689	4	4	0.611386570890257	IC_Total_amount_in_place	1
#FFC7B5	-0.0137230378620536	0.0401078166962689	5	5	0.289826780254365	IC_Form.district.leadership.team..DLT....see.Bluep...	1
#FFEEE8	-0.0137230378620536	0.0401078166962689	5	5	0.0877695811524353	IC_Designate.district.level.contact.person.	1
#FFC7B4	-0.0137230378620536	0.0401078166962689	5	5	0.291971046776422	IC_Designate.building.level.contact.person..for.ea...	1
#FF9678	-0.0137230378620536	0.0401078166962689	5	5	0.540618515599011	IC_Develop.protocol.for.maintaining.ongoing.commun...	1
#FF9273	-0.0137230378620536	0.0401078166962689	5	5	0.559571464397655	IC_Develop.a.district.wide.plan.for.consistent.and...	1
#FF0000	-0.0137230378620536	0.0401078166962689	5	5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	1
#FF9679	-0.0137230378620536	0.0401078166962689	5	5	0.536508602329449	IC_Administer.Self.Assessment.Practice.Profile.at....	1
#FFC8B6	-0.0137230378620536	0.0401078166962689	5	5	0.285550260751397	IC_Administer.implementation.survey..e.g..Collabor...	1
#FF9C80	-0.0137230378620536	0.0401078166962689	5	5	0.507127708808683	IC_Use.technology.to.increase.the.quality.and.time...	1
#FFC4B0	-0.0137230378620536	0.0401078166962689	5	5	0.309378644829644	IC_Participate.in.regional..cadre..and.state.event...	1
#FF997B	-0.0137230378620536	0.0401078166962689	5	5	0.52632571209368	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	1
#FF9A7C	-0.0137230378620536	0.0401078166962689	5	5	0.521276008598311	IC_Develop.and.implement.protocol.for.conducting.w...	1
#FF9273	-0.0137230378620536	0.0401078166962689	5	5	0.558383261815881	IC_Annually..summarize.district.wide.fidelity.and....	1
#FF9374	-0.0137230378620536	0.0401078166962689	5	5	0.553493128586908	IC_Establish.district..and.building.level.goal.s.....	1
#FF987A	-0.0137230378620536	0.0401078166962689	5	5	0.528577094217741	IC_Revisit.and.revise.PD.plans.based.on.data.	1
#FF8E6E	-0.0137230378620536	0.0401078166962689	5	5	0.579009677224461	IC_Develop.timelines.and.expectations.aligning.imp...	1
#FFAB92	-0.0137230378620536	0.0401078166962689	5	5	0.432607699906706	IC_Align.implementation.goals.with.CSIP..Comprehen...	1
#FF805F	-0.0137230378620536	0.0401078166962689	5	5	0.644689824016138	IC_Teacher_leader_growth_mindset_In_Place	1
#FF7857	-0.0137230378620536	0.0401078166962689	5	5	0.677288152710951	IC_Total_amount_in_place	1
#FFCBBA	-0.0137230378620536	0.0401078166962689	6	6	0.269319317347633	IC_Form.district.leadership.team..DLT....see.Bluep...	1
#FFECE5	-0.0137230378620536	0.0401078166962689	6	6	0.0987823762444857	IC_Designate.district.level.contact.person.	1
#FFD8CA	-0.0137230378620536	0.0401078166962689	6	6	0.204304258368185	IC_Designate.building.level.contact.person..for.ea...	1
#FFB69E	-0.0137230378620536	0.0401078166962689	6	6	0.380335004150811	IC_Develop.protocol.for.maintaining.ongoing.commun...	1
#FFB59D	-0.0137230378620536	0.0401078166962689	6	6	0.383664984479915	IC_Develop.a.district.wide.plan.for.consistent.and...	1
#FFC4B0	-0.0137230378620536	0.0401078166962689	6	6	0.309378644829644	IC_Identify.a.process.for.monitoring.progress.of.t...	1
#FFAC93	-0.0137230378620536	0.0401078166962689	6	6	0.428575131078385	IC_Administer.Self.Assessment.Practice.Profile.at....	1
#FFDFD3	-0.0137230378620536	0.0401078166962689	6	6	0.168174887327998	IC_Administer.implementation.survey..e.g..Collabor...	1
#FFC8B5	-0.0137230378620536	0.0401078166962689	6	6	0.288985056137781	IC_Use.technology.to.increase.the.quality.and.time...	1
#FF0000	-0.0137230378620536	0.0401078166962689	6	6	1	IC_Participate.in.regional..cadre..and.state.event...	1
#FFBCA7	-0.0137230378620536	0.0401078166962689	6	6	0.346845180906362	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	1
#FFCDBC	-0.0137230378620536	0.0401078166962689	6	6	0.259544666959038	IC_Develop.and.implement.protocol.for.conducting.w...	1
#FFC0AB	-0.0137230378620536	0.0401078166962689	6	6	0.32807273658388	IC_Annually..summarize.district.wide.fidelity.and....	1
#FFBCA6	-0.0137230378620536	0.0401078166962689	6	6	0.348234196939126	IC_Establish.district..and.building.level.goal.s.....	1
#FFDFD3	-0.0137230378620536	0.0401078166962689	6	6	0.168972486640601	IC_Revisit.and.revise.PD.plans.based.on.data.	1
#FFB29A	-0.0137230378620536	0.0401078166962689	6	6	0.398286331588968	IC_Develop.timelines.and.expectations.aligning.imp...	1
#FFBAA4	-0.0137230378620536	0.0401078166962689	6	6	0.356661503874277	IC_Align.implementation.goals.with.CSIP..Comprehen...	1
#FFB198	-0.0137230378620536	0.0401078166962689	6	6	0.405793732093914	IC_Teacher_leader_growth_mindset_In_Place	1
#FFAD93	-0.0137230378620536	0.0401078166962689	6	6	0.427207782680756	IC_Total_amount_in_place	1
#FFD6C8	-0.0137230378620536	0.0401078166962689	7	7	0.21401235800266	IC_Form.district.leadership.team..DLT....see.Bluep...	1
#FFECE5	-0.0137230378620536	0.0401078166962689	7	7	0.0999556766069937	IC_Designate.district.level.contact.person.	1
#FFD6C7	-0.0137230378620536	0.0401078166962689	7	7	0.215967987585296	IC_Designate.building.level.contact.person..for.ea...	1
#FFAB91	-0.0137230378620536	0.0401078166962689	7	7	0.433984494187783	IC_Develop.protocol.for.maintaining.ongoing.commun...	1
#FFAB91	-0.0137230378620536	0.0401078166962689	7	7	0.433071029241853	IC_Develop.a.district.wide.plan.for.consistent.and...	1
#FF987A	-0.0137230378620536	0.0401078166962689	7	7	0.528577094217741	IC_Identify.a.process.for.monitoring.progress.of.t...	1
#FFA084	-0.0137230378620536	0.0401078166962689	7	7	0.48829363861737	IC_Administer.Self.Assessment.Practice.Profile.at....	1
#FFC1AC	-0.0137230378620536	0.0401078166962689	7	7	0.323490808177683	IC_Administer.implementation.survey..e.g..Collabor...	1
#FF9678	-0.0137230378620536	0.0401078166962689	7	7	0.538985913172683	IC_Use.technology.to.increase.the.quality.and.time...	1
#FFDFD3	-0.0137230378620536	0.0401078166962689	7	7	0.168972486640601	IC_Participate.in.regional..cadre..and.state.event...	1
#FF8969	-0.0137230378620536	0.0401078166962689	7	7	0.600585823052313	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	1
#FFAA90	-0.0137230378620536	0.0401078166962689	7	7	0.440315051650756	IC_Develop.and.implement.protocol.for.conducting.w...	1
#FF9577	-0.0137230378620536	0.0401078166962689	7	7	0.544160733984543	IC_Annually..summarize.district.wide.fidelity.and....	1
#FF8F6F	-0.0137230378620536	0.0401078166962689	7	7	0.574634380482613	IC_Establish.district..and.building.level.goal.s.....	1
#FF0000	-0.0137230378620536	0.0401078166962689	7	7	1	IC_Revisit.and.revise.PD.plans.based.on.data.	1
#FF9071	-0.0137230378620536	0.0401078166962689	7	7	0.567105122375926	IC_Develop.timelines.and.expectations.aligning.imp...	1
#FFA286	-0.0137230378620536	0.0401078166962689	7	7	0.481968677151547	IC_Align.implementation.goals.with.CSIP..Comprehen...	1
#FF714F	-0.0137230378620536	0.0401078166962689	7	7	0.711623977626989	IC_Teacher_leader_growth_mindset_In_Place	1
#FF7553	-0.0137230378620536	0.0401078166962689	7	7	0.694481875549214	IC_Total_amount_in_place	1
#FFAD94	-0.0137230378620536	0.0401078166962689	8	8	0.42420209230458	IC_Form.district.leadership.team..DLT....see.Bluep...	1
#FFE3D8	-0.0137230378620536	0.0401078166962689	8	8	0.149109306443028	IC_Designate.district.level.contact.person.	1
#FFB39B	-0.0137230378620536	0.0401078166962689	8	8	0.395601362208105	IC_Designate.building.level.contact.person..for.ea...	1
#FF7C5B	-0.0137230378620536	0.0401078166962689	8	8	0.663327818106001	IC_Develop.protocol.for.maintaining.ongoing.commun...	1
#FF8060	-0.0137230378620536	0.0401078166962689	8	8	0.641049939547203	IC_Develop.a.district.wide.plan.for.consistent.and...	1
#FF7857	-0.0137230378620536	0.0401078166962689	8	8	0.677288152710951	IC_Identify.a.process.for.monitoring.progress.of.t...	1
#FF7654	-0.0137230378620536	0.0401078166962689	8	8	0.689465621980257	IC_Administer.Self.Assessment.Practice.Profile.at....	1
#FFA88D	-0.0137230378620536	0.0401078166962689	8	8	0.451263638931702	IC_Administer.implementation.survey..e.g..Collabor...	1
#FF7351	-0.0137230378620536	0.0401078166962689	8	8	0.702542019403583	IC_Use.technology.to.increase.the.quality.and.time...	1
#FFAD93	-0.0137230378620536	0.0401078166962689	8	8	0.427207782680756	IC_Participate.in.regional..cadre..and.state.event...	1
#FF7150	-0.0137230378620536	0.0401078166962689	8	8	0.708448604181814	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	1
#FF8161	-0.0137230378620536	0.0401078166962689	8	8	0.635983212146255	IC_Develop.and.implement.protocol.for.conducting.w...	1
#FF7958	-0.0137230378620536	0.0401078166962689	8	8	0.675553909060131	IC_Annually..summarize.district.wide.fidelity.and....	1
#FF8767	-0.0137230378620536	0.0401078166962689	8	8	0.611386570890257	IC_Establish.district..and.building.level.goal.s.....	1
#FF7553	-0.0137230378620536	0.0401078166962689	8	8	0.694481875549214	IC_Revisit.and.revise.PD.plans.based.on.data.	1
#FF6E4D	-0.0137230378620536	0.0401078166962689	8	8	0.721809092032277	IC_Develop.timelines.and.expectations.aligning.imp...	1
#FF8262	-0.0137230378620536	0.0401078166962689	8	8	0.63281515202809	IC_Align.implementation.goals.with.CSIP..Comprehen...	1
#FF2F17	-0.0137230378620536	0.0401078166962689	8	8	0.938837462308852	IC_Teacher_leader_growth_mindset_In_Place	1
#FF0000	-0.0137230378620536	0.0401078166962689	8	8	1	IC_Total_amount_in_place	1
#FFBFAA	-0.0137230378620536	0.0401078166962689	1	1	0.333954330109027	IC_Form.district.leadership.team..DLT....see.Bluep...	2
#FFE2D8	-0.0137230378620536	0.0401078166962689	1	1	0.150055376909504	IC_Designate.district.level.contact.person.	2
#FFAD93	-0.0137230378620536	0.0401078166962689	1	1	0.426898550100916	IC_Designate.building.level.contact.person..for.ea...	2
#FF8160	-0.0137230378620536	0.0401078166962689	1	1	0.637891829042081	IC_Develop.protocol.for.maintaining.ongoing.commun...	2
#FF0000	-0.0137230378620536	0.0401078166962689	1	1	1	IC_Develop.a.district.wide.plan.for.consistent.and...	2
#FF9273	-0.0137230378620536	0.0401078166962689	1	1	0.559571464397655	IC_Identify.a.process.for.monitoring.progress.of.t...	2
#FFAC92	-0.0137230378620536	0.0401078166962689	1	1	0.431896640734161	IC_Administer.Self.Assessment.Practice.Profile.at....	2
#FFD0C0	-0.0137230378620536	0.0401078166962689	1	1	0.244798515070712	IC_Administer.implementation.survey..e.g..Collabor...	2
#FFA58A	-0.0137230378620536	0.0401078166962689	1	1	0.46423931914266	IC_Use.technology.to.increase.the.quality.and.time...	2
#FFB59D	-0.0137230378620536	0.0401078166962689	1	1	0.383664984479915	IC_Participate.in.regional..cadre..and.state.event...	2
#FFA98F	-0.0137230378620536	0.0401078166962689	1	1	0.444673452126606	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	2
#FFAD93	-0.0137230378620536	0.0401078166962689	1	1	0.426060974830767	IC_Develop.and.implement.protocol.for.conducting.w...	2
#FFA98F	-0.0137230378620536	0.0401078166962689	1	1	0.444002392724002	IC_Annually..summarize.district.wide.fidelity.and....	2
#FFC0AB	-0.0137230378620536	0.0401078166962689	1	1	0.328593218997191	IC_Establish.district..and.building.level.goal.s.....	2
#FFAB91	-0.0137230378620536	0.0401078166962689	1	1	0.433071029241853	IC_Revisit.and.revise.PD.plans.based.on.data.	2
#FF987A	-0.0137230378620536	0.0401078166962689	1	1	0.531290707249586	IC_Develop.timelines.and.expectations.aligning.imp...	2
#FFA78C	-0.0137230378620536	0.0401078166962689	1	1	0.454708921555219	IC_Align.implementation.goals.with.CSIP..Comprehen...	2
#FFA388	-0.0137230378620536	0.0401078166962689	1	1	0.473929560540418	IC_Teacher_leader_growth_mindset_In_Place	2
#FF8060	-0.0137230378620536	0.0401078166962689	1	1	0.641049939547203	IC_Total_amount_in_place	2
#FFCBBA	-0.0137230378620536	0.0401078166962689	2	2	0.269298659304246	IC_Form.district.leadership.team..DLT....see.Bluep...	2
#FFF1EB	-0.0137230378620536	0.0401078166962689	2	2	0.0755094319440272	IC_Designate.district.level.contact.person.	2
#FFCCBB	-0.0137230378620536	0.0401078166962689	2	2	0.264981866317592	IC_Designate.building.level.contact.person..for.ea...	2
#FF9C7F	-0.0137230378620536	0.0401078166962689	2	2	0.510386466830403	IC_Develop.protocol.for.maintaining.ongoing.commun...	2
#FFA388	-0.0137230378620536	0.0401078166962689	2	2	0.473929560540418	IC_Develop.a.district.wide.plan.for.consistent.and...	2
#FF805F	-0.0137230378620536	0.0401078166962689	2	2	0.644689824016138	IC_Identify.a.process.for.monitoring.progress.of.t...	2
#FF7150	-0.0137230378620536	0.0401078166962689	2	2	0.708043444387868	IC_Administer.Self.Assessment.Practice.Profile.at....	2
#FFA489	-0.0137230378620536	0.0401078166962689	2	2	0.46952498100492	IC_Administer.implementation.survey..e.g..Collabor...	2
#FF7857	-0.0137230378620536	0.0401078166962689	2	2	0.677985569760587	IC_Use.technology.to.increase.the.quality.and.time...	2
#FFB198	-0.0137230378620536	0.0401078166962689	2	2	0.405793732093914	IC_Participate.in.regional..cadre..and.state.event...	2
#FF7250	-0.0137230378620536	0.0401078166962689	2	2	0.706857754732344	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	2
#FF7D5C	-0.0137230378620536	0.0401078166962689	2	2	0.658563146821866	IC_Develop.and.implement.protocol.for.conducting.w...	2
#FF7452	-0.0137230378620536	0.0401078166962689	2	2	0.69891403848331	IC_Annually..summarize.district.wide.fidelity.and....	2
#FF7C5B	-0.0137230378620536	0.0401078166962689	2	2	0.659972065988447	IC_Establish.district..and.building.level.goal.s.....	2
#FF714F	-0.0137230378620536	0.0401078166962689	2	2	0.711623977626989	IC_Revisit.and.revise.PD.plans.based.on.data.	2
#FF8161	-0.0137230378620536	0.0401078166962689	2	2	0.636279001449344	IC_Develop.timelines.and.expectations.aligning.imp...	2
#FF977A	-0.0137230378620536	0.0401078166962689	2	2	0.531552755917045	IC_Align.implementation.goals.with.CSIP..Comprehen...	2
#FF0000	-0.0137230378620536	0.0401078166962689	2	2	1	IC_Teacher_leader_growth_mindset_In_Place	2
#FF2F17	-0.0137230378620536	0.0401078166962689	2	2	0.938837462308852	IC_Total_amount_in_place	2
#FFCAB8	-0.0137230378620536	0.0401078166962689	1	1	0.276444269950665	IC_Form.district.leadership.team..DLT....see.Bluep...	3
#FFF6F3	-0.0137230378620536	0.0401078166962689	1	1	0.0465046721448258	IC_Designate.district.level.contact.person.	3
#FFC8B5	-0.0137230378620536	0.0401078166962689	1	1	0.287590248230166	IC_Designate.building.level.contact.person..for.ea...	3
#FFA78C	-0.0137230378620536	0.0401078166962689	1	1	0.456656642681064	IC_Develop.protocol.for.maintaining.ongoing.commun...	3
#FF987A	-0.0137230378620536	0.0401078166962689	1	1	0.531290707249586	IC_Develop.a.district.wide.plan.for.consistent.and...	3
#FF8E6E	-0.0137230378620536	0.0401078166962689	1	1	0.579009677224461	IC_Identify.a.process.for.monitoring.progress.of.t...	3
#FF9B7E	-0.0137230378620536	0.0401078166962689	1	1	0.513997771684288	IC_Administer.Self.Assessment.Practice.Profile.at....	3
#FFD3C4	-0.0137230378620536	0.0401078166962689	1	1	0.230388680332536	IC_Administer.implementation.survey..e.g..Collabor...	3
#FF9F83	-0.0137230378620536	0.0401078166962689	1	1	0.493649673968765	IC_Use.technology.to.increase.the.quality.and.time...	3
#FFB29A	-0.0137230378620536	0.0401078166962689	1	1	0.398286331588968	IC_Participate.in.regional..cadre..and.state.event...	3
#FF9374	-0.0137230378620536	0.0401078166962689	1	1	0.554534015450537	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	3
#FF9172	-0.0137230378620536	0.0401078166962689	1	1	0.56469369841838	IC_Develop.and.implement.protocol.for.conducting.w...	3
#FF8969	-0.0137230378620536	0.0401078166962689	1	1	0.601372695307514	IC_Annually..summarize.district.wide.fidelity.and....	3
#FF8F70	-0.0137230378620536	0.0401078166962689	1	1	0.572460429919268	IC_Establish.district..and.building.level.goal.s.....	3
#FF9071	-0.0137230378620536	0.0401078166962689	1	1	0.567105122375926	IC_Revisit.and.revise.PD.plans.based.on.data.	3
#FF0000	-0.0137230378620536	0.0401078166962689	1	1	1	IC_Develop.timelines.and.expectations.aligning.imp...	3
#FF805F	-0.0137230378620536	0.0401078166962689	1	1	0.644732592247594	IC_Align.implementation.goals.with.CSIP..Comprehen...	3
#FF8161	-0.0137230378620536	0.0401078166962689	1	1	0.636279001449344	IC_Teacher_leader_growth_mindset_In_Place	3
#FF6E4D	-0.0137230378620536	0.0401078166962689	1	1	0.721809092032277	IC_Total_amount_in_place	3
#FF0000	-0.0137230378620536	0.0401078166962689	2	2	1	IC_Form.district.leadership.team..DLT....see.Bluep...	3
#FFBEA9	-0.0137230378620536	0.0401078166962689	2	2	0.337078564578182	IC_Designate.district.level.contact.person.	3
#FFBBA5	-0.0137230378620536	0.0401078166962689	2	2	0.352002542558835	IC_Designate.building.level.contact.person..for.ea...	3
#FFB299	-0.0137230378620536	0.0401078166962689	2	2	0.40047133868294	IC_Develop.protocol.for.maintaining.ongoing.commun...	3
#FFBFAA	-0.0137230378620536	0.0401078166962689	2	2	0.333954330109027	IC_Develop.a.district.wide.plan.for.consistent.and...	3
#FFC7B5	-0.0137230378620536	0.0401078166962689	2	2	0.289826780254365	IC_Identify.a.process.for.monitoring.progress.of.t...	3
#FFC1AC	-0.0137230378620536	0.0401078166962689	2	2	0.324897212918077	IC_Administer.Self.Assessment.Practice.Profile.at....	3
#FFDFD4	-0.0137230378620536	0.0401078166962689	2	2	0.167534705867672	IC_Administer.implementation.survey..e.g..Collabor...	3
#FFD4C5	-0.0137230378620536	0.0401078166962689	2	2	0.224463680134317	IC_Use.technology.to.increase.the.quality.and.time...	3
