x	y	label	showSelected1	showSelected2	group
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Designate.district.level.contact.person.	158
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Designate.district.level.contact.person.	177
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Designate.district.level.contact.person.	196
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Designate.district.level.contact.person.	215
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Designate.district.level.contact.person.	234
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Designate.district.level.contact.person.	253
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Designate.district.level.contact.person.	272
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Designate.district.level.contact.person.	291
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Designate.district.level.contact.person.	310
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Designate.district.level.contact.person.	329
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Designate.district.level.contact.person.	348
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Designate.building.level.contact.person..for.ea...	5
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Designate.building.level.contact.person..for.ea...	24
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	43
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Designate.building.level.contact.person..for.ea...	62
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Designate.building.level.contact.person..for.ea...	81
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Designate.building.level.contact.person..for.ea...	100
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Designate.building.level.contact.person..for.ea...	119
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Designate.building.level.contact.person..for.ea...	138
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Designate.building.level.contact.person..for.ea...	157
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Designate.building.level.contact.person..for.ea...	176
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Designate.building.level.contact.person..for.ea...	195
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Designate.building.level.contact.person..for.ea...	214
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Designate.building.level.contact.person..for.ea...	233
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Designate.building.level.contact.person..for.ea...	252
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Designate.building.level.contact.person..for.ea...	271
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Designate.building.level.contact.person..for.ea...	290
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Designate.building.level.contact.person..for.ea...	309
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Designate.building.level.contact.person..for.ea...	328
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Designate.building.level.contact.person..for.ea...	347
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Develop.protocol.for.maintaining.ongoing.commun...	9
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Develop.protocol.for.maintaining.ongoing.commun...	28
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Develop.protocol.for.maintaining.ongoing.commun...	47
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	66
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.protocol.for.maintaining.ongoing.commun...	85
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Develop.protocol.for.maintaining.ongoing.commun...	104
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Develop.protocol.for.maintaining.ongoing.commun...	123
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Develop.protocol.for.maintaining.ongoing.commun...	142
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Develop.protocol.for.maintaining.ongoing.commun...	161
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Develop.protocol.for.maintaining.ongoing.commun...	180
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Develop.protocol.for.maintaining.ongoing.commun...	199
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.protocol.for.maintaining.ongoing.commun...	218
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Develop.protocol.for.maintaining.ongoing.commun...	237
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Develop.protocol.for.maintaining.ongoing.commun...	256
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Develop.protocol.for.maintaining.ongoing.commun...	275
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.protocol.for.maintaining.ongoing.commun...	294
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Develop.protocol.for.maintaining.ongoing.commun...	313
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Develop.protocol.for.maintaining.ongoing.commun...	332
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Develop.protocol.for.maintaining.ongoing.commun...	351
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Develop.a.district.wide.plan.for.consistent.and...	7
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Develop.a.district.wide.plan.for.consistent.and...	26
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Develop.a.district.wide.plan.for.consistent.and...	45
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.a.district.wide.plan.for.consistent.and...	64
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	83
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Develop.a.district.wide.plan.for.consistent.and...	102
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Develop.a.district.wide.plan.for.consistent.and...	121
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Develop.a.district.wide.plan.for.consistent.and...	140
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Develop.a.district.wide.plan.for.consistent.and...	159
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Develop.a.district.wide.plan.for.consistent.and...	178
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Develop.a.district.wide.plan.for.consistent.and...	197
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.a.district.wide.plan.for.consistent.and...	216
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Develop.a.district.wide.plan.for.consistent.and...	235
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Develop.a.district.wide.plan.for.consistent.and...	254
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Develop.a.district.wide.plan.for.consistent.and...	273
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.a.district.wide.plan.for.consistent.and...	292
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Develop.a.district.wide.plan.for.consistent.and...	311
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Develop.a.district.wide.plan.for.consistent.and...	330
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Develop.a.district.wide.plan.for.consistent.and...	349
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Identify.a.process.for.monitoring.progress.of.t...	13
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Identify.a.process.for.monitoring.progress.of.t...	32
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Identify.a.process.for.monitoring.progress.of.t...	51
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Identify.a.process.for.monitoring.progress.of.t...	70
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Identify.a.process.for.monitoring.progress.of.t...	89
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	108
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Identify.a.process.for.monitoring.progress.of.t...	127
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Identify.a.process.for.monitoring.progress.of.t...	146
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Identify.a.process.for.monitoring.progress.of.t...	165
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Identify.a.process.for.monitoring.progress.of.t...	184
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Identify.a.process.for.monitoring.progress.of.t...	203
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Identify.a.process.for.monitoring.progress.of.t...	222
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Identify.a.process.for.monitoring.progress.of.t...	241
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Identify.a.process.for.monitoring.progress.of.t...	260
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Identify.a.process.for.monitoring.progress.of.t...	279
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Identify.a.process.for.monitoring.progress.of.t...	298
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Identify.a.process.for.monitoring.progress.of.t...	317
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Identify.a.process.for.monitoring.progress.of.t...	336
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Identify.a.process.for.monitoring.progress.of.t...	355
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Administer.Self.Assessment.Practice.Profile.at....	2
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Administer.Self.Assessment.Practice.Profile.at....	21
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Administer.Self.Assessment.Practice.Profile.at....	40
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Administer.Self.Assessment.Practice.Profile.at....	59
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Administer.Self.Assessment.Practice.Profile.at....	78
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Administer.Self.Assessment.Practice.Profile.at....	97
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	116
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.Self.Assessment.Practice.Profile.at....	135
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Administer.Self.Assessment.Practice.Profile.at....	154
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Administer.Self.Assessment.Practice.Profile.at....	173
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Administer.Self.Assessment.Practice.Profile.at....	192
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Administer.Self.Assessment.Practice.Profile.at....	211
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Administer.Self.Assessment.Practice.Profile.at....	230
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Administer.Self.Assessment.Practice.Profile.at....	249
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Administer.Self.Assessment.Practice.Profile.at....	268
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Administer.Self.Assessment.Practice.Profile.at....	287
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Administer.Self.Assessment.Practice.Profile.at....	306
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Administer.Self.Assessment.Practice.Profile.at....	325
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Administer.Self.Assessment.Practice.Profile.at....	344
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Administer.implementation.survey..e.g..Collabor...	1
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Administer.implementation.survey..e.g..Collabor...	20
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Administer.implementation.survey..e.g..Collabor...	39
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Administer.implementation.survey..e.g..Collabor...	58
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Administer.implementation.survey..e.g..Collabor...	77
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Administer.implementation.survey..e.g..Collabor...	96
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.implementation.survey..e.g..Collabor...	115
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	134
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Administer.implementation.survey..e.g..Collabor...	153
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Administer.implementation.survey..e.g..Collabor...	172
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Administer.implementation.survey..e.g..Collabor...	191
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Administer.implementation.survey..e.g..Collabor...	210
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Administer.implementation.survey..e.g..Collabor...	229
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Administer.implementation.survey..e.g..Collabor...	248
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Administer.implementation.survey..e.g..Collabor...	267
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Administer.implementation.survey..e.g..Collabor...	286
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Administer.implementation.survey..e.g..Collabor...	305
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Administer.implementation.survey..e.g..Collabor...	324
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Administer.implementation.survey..e.g..Collabor...	343
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Use.technology.to.increase.the.quality.and.time...	19
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Use.technology.to.increase.the.quality.and.time...	38
2.5	1	IC_Designate.building.level.contact.person..for.ea...	IC_Designate.building.level.contact.person..for.ea...	IC_Use.technology.to.increase.the.quality.and.time...	57
2.5	1	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Develop.protocol.for.maintaining.ongoing.commun...	IC_Use.technology.to.increase.the.quality.and.time...	76
2.5	1	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Develop.a.district.wide.plan.for.consistent.and...	IC_Use.technology.to.increase.the.quality.and.time...	95
2.5	1	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Identify.a.process.for.monitoring.progress.of.t...	IC_Use.technology.to.increase.the.quality.and.time...	114
2.5	1	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Administer.Self.Assessment.Practice.Profile.at....	IC_Use.technology.to.increase.the.quality.and.time...	133
2.5	1	IC_Administer.implementation.survey..e.g..Collabor...	IC_Administer.implementation.survey..e.g..Collabor...	IC_Use.technology.to.increase.the.quality.and.time...	152
2.5	1	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	IC_Use.technology.to.increase.the.quality.and.time...	171
2.5	1	IC_Participate.in.regional..cadre..and.state.event...	IC_Participate.in.regional..cadre..and.state.event...	IC_Use.technology.to.increase.the.quality.and.time...	190
2.5	1	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	IC_Use.technology.to.increase.the.quality.and.time...	209
2.5	1	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Develop.and.implement.protocol.for.conducting.w...	IC_Use.technology.to.increase.the.quality.and.time...	228
2.5	1	IC_Annually..summarize.district.wide.fidelity.and....	IC_Annually..summarize.district.wide.fidelity.and....	IC_Use.technology.to.increase.the.quality.and.time...	247
2.5	1	IC_Establish.district..and.building.level.goal.s.....	IC_Establish.district..and.building.level.goal.s.....	IC_Use.technology.to.increase.the.quality.and.time...	266
2.5	1	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Revisit.and.revise.PD.plans.based.on.data.	IC_Use.technology.to.increase.the.quality.and.time...	285
2.5	1	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Develop.timelines.and.expectations.aligning.imp...	IC_Use.technology.to.increase.the.quality.and.time...	304
2.5	1	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Align.implementation.goals.with.CSIP..Comprehen...	IC_Use.technology.to.increase.the.quality.and.time...	323
5	1	IC_Teacher_leader_growth_mindset_In_Place	IC_Teacher_leader_growth_mindset_In_Place	IC_Use.technology.to.increase.the.quality.and.time...	342
8.5	1	IC_Total_amount_in_place	IC_Total_amount_in_place	IC_Use.technology.to.increase.the.quality.and.time...	361
2.5	1	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Form.district.leadership.team..DLT....see.Bluep...	IC_Participate.in.regional..cadre..and.state.event...	14
2.5	1	IC_Designate.district.level.contact.person.	IC_Designate.district.level.contact.person.	IC_Participate.in.regional..cadre..and.state.event...	33
