x	y	label	showSelected1	group
2	15	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.sd	41
2	14	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.median	42
2	6	Administer.implementation.survey..e.g..Collabor...	City..Large	43
2	19	Administer.implementation.survey..e.g..Collabor...	Rural..Distant	44
2	15	Administer.implementation.survey..e.g..Collabor...	Rural..Remote	45
2	14	Administer.implementation.survey..e.g..Collabor...	Suburb..Large	46
2	17	Administer.implementation.survey..e.g..Collabor...	Town..Distant	47
2	5	Align.implementation.goals.with.CSIP..Comprehen...	Designate.district.level.contact.person.	1
2	4	Align.implementation.goals.with.CSIP..Comprehen...	Administer.implementation.survey..e.g..Collabor...	2
2	3	Align.implementation.goals.with.CSIP..Comprehen...	Use.technology.to.increase.the.quality.and.time...	3
2	2	Align.implementation.goals.with.CSIP..Comprehen...	Participate.in.regional..cadre..and.state.event...	4
2	3	Align.implementation.goals.with.CSIP..Comprehen...	Annually..summarize.district.wide.fidelity.and....	5
2	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	6
2	5	Align.implementation.goals.with.CSIP..Comprehen...	CFA.avg	7
2	2	Align.implementation.goals.with.CSIP..Comprehen...	ETLP.avg	8
2	3	Align.implementation.goals.with.CSIP..Comprehen...	DBDM.avg	9
2	2	Align.implementation.goals.with.CSIP..Comprehen...	PD.avg	10
2	5	Align.implementation.goals.with.CSIP..Comprehen...	Leadership.avg	11
2	12	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	10	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	10	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	9	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	12	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	9	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..min	20
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..max	21
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..mean	22
2	16	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..sd	23
2	15	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..median	24
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.mean	25
2	12	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.sd	26
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.median	27
2	16	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.min	28
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.mean	29
2	12	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.sd	30
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.median	31
2	12	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.mean	32
2	10	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.sd	33
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.median	34
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..mean	35
2	10	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..sd	36
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..median	37
2	13	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.min	38
2	11	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.max	39
2	18	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.mean	40
2	16	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.sd	41
2	20	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.median	42
2	11	Align.implementation.goals.with.CSIP..Comprehen...	City..Large	43
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Rural..Distant	44
2	20	Align.implementation.goals.with.CSIP..Comprehen...	Rural..Remote	45
2	9	Align.implementation.goals.with.CSIP..Comprehen...	Suburb..Large	46
2	14	Align.implementation.goals.with.CSIP..Comprehen...	Town..Distant	47
2	9	Annually..summarize.district.wide.fidelity.and....	Designate.district.level.contact.person.	1
2	2	Annually..summarize.district.wide.fidelity.and....	Administer.implementation.survey..e.g..Collabor...	2
2	2	Annually..summarize.district.wide.fidelity.and....	Use.technology.to.increase.the.quality.and.time...	3
2	3	Annually..summarize.district.wide.fidelity.and....	Participate.in.regional..cadre..and.state.event...	4
2	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	5
2	2	Annually..summarize.district.wide.fidelity.and....	Align.implementation.goals.with.CSIP..Comprehen...	6
2	1	Annually..summarize.district.wide.fidelity.and....	CFA.avg	7
2	1	Annually..summarize.district.wide.fidelity.and....	ETLP.avg	8
2	1	Annually..summarize.district.wide.fidelity.and....	DBDM.avg	9
2	1	Annually..summarize.district.wide.fidelity.and....	PD.avg	10
2	1	Annually..summarize.district.wide.fidelity.and....	Leadership.avg	11
2	17	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	17	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	17	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	16	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	18	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	18	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	18	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	18	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	17	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..min	20
2	18	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..max	21
2	15	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..mean	22
2	20	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..sd	23
2	16	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..median	24
2	15	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.mean	25
2	17	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.sd	26
2	15	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.median	27
2	15	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.min	28
2	15	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.mean	29
2	16	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.sd	30
2	15	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.median	31
2	17	Annually..summarize.district.wide.fidelity.and....	Total.Students.mean	32
2	17	Annually..summarize.district.wide.fidelity.and....	Total.Students.sd	33
2	17	Annually..summarize.district.wide.fidelity.and....	Total.Students.median	34
2	15	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..mean	35
2	17	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..sd	36
2	15	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..median	37
2	16	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.min	38
2	16	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.max	39
2	15	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.mean	40
2	13	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.sd	41
2	15	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.median	42
2	20	Annually..summarize.district.wide.fidelity.and....	City..Large	43
2	17	Annually..summarize.district.wide.fidelity.and....	Rural..Distant	44
2	19	Annually..summarize.district.wide.fidelity.and....	Rural..Remote	45
2	16	Annually..summarize.district.wide.fidelity.and....	Suburb..Large	46
2	15	Annually..summarize.district.wide.fidelity.and....	Town..Distant	47
2	16	City..Large	Designate.district.level.contact.person.	1
2	6	City..Large	Administer.implementation.survey..e.g..Collabor...	2
2	17	City..Large	Use.technology.to.increase.the.quality.and.time...	3
2	18	City..Large	Participate.in.regional..cadre..and.state.event...	4
2	20	City..Large	Annually..summarize.district.wide.fidelity.and....	5
2	16	City..Large	Align.implementation.goals.with.CSIP..Comprehen...	6
2	19	City..Large	CFA.avg	7
2	19	City..Large	ETLP.avg	8
2	19	City..Large	DBDM.avg	9
2	20	City..Large	PD.avg	10
2	18	City..Large	Leadership.avg	11
2	18	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	18	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	18	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	15	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	17	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	17	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	15	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	17	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	15	City..Large	Pupil.Teacher.Ratio..Public.School..min	20
2	20	City..Large	Pupil.Teacher.Ratio..Public.School..max	21
2	19	City..Large	Pupil.Teacher.Ratio..Public.School..mean	22
2	19	City..Large	Pupil.Teacher.Ratio..Public.School..sd	23
2	19	City..Large	Pupil.Teacher.Ratio..Public.School..median	24
2	9	City..Large	Free.Lunch.Eligible.mean	25
2	8	City..Large	Free.Lunch.Eligible.sd	26
2	11	City..Large	Free.Lunch.Eligible.median	27
2	13	City..Large	Reduced.Lunch.Eligible.min	28
2	12	City..Large	Reduced.Lunch.Eligible.mean	29
2	11	City..Large	Reduced.Lunch.Eligible.sd	30
2	12	City..Large	Reduced.Lunch.Eligible.median	31
2	18	City..Large	Total.Students.mean	32
2	18	City..Large	Total.Students.sd	33
2	18	City..Large	Total.Students.median	34
2	10	City..Large	Free.and.Reduced.Lunch.Students..Public.School..mean	35
2	8	City..Large	Free.and.Reduced.Lunch.Students..Public.School..sd	36
2	12	City..Large	Free.and.Reduced.Lunch.Students..Public.School..median	37
2	7	City..Large	Free.Reduced.Lunch.Rate.min	38
2	5	City..Large	Free.Reduced.Lunch.Rate.max	39
2	6	City..Large	Free.Reduced.Lunch.Rate.mean	40
2	10	City..Large	Free.Reduced.Lunch.Rate.sd	41
2	6	City..Large	Free.Reduced.Lunch.Rate.median	42
2	1	City..Large	City..Large	43
2	15	City..Large	Rural..Distant	44
2	16	City..Large	Rural..Remote	45
2	17	City..Large	Suburb..Large	46
2	19	City..Large	Town..Distant	47
2	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	1
2	13	Designate.district.level.contact.person.	Administer.implementation.survey..e.g..Collabor...	2
2	16	Designate.district.level.contact.person.	Use.technology.to.increase.the.quality.and.time...	3
2	15	Designate.district.level.contact.person.	Participate.in.regional..cadre..and.state.event...	4
2	16	Designate.district.level.contact.person.	Annually..summarize.district.wide.fidelity.and....	5
2	15	Designate.district.level.contact.person.	Align.implementation.goals.with.CSIP..Comprehen...	6
2	20	Designate.district.level.contact.person.	CFA.avg	7
2	20	Designate.district.level.contact.person.	ETLP.avg	8
2	20	Designate.district.level.contact.person.	DBDM.avg	9
2	19	Designate.district.level.contact.person.	PD.avg	10
2	17	Designate.district.level.contact.person.	Leadership.avg	11
2	20	Designate.district.level.contact.person.	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	20	Designate.district.level.contact.person.	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	20	Designate.district.level.contact.person.	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	9	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	20	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	20	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	20	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	20	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	10	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..min	20
2	19	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..max	21
2	20	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..mean	22
2	15	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..sd	23
2	20	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..median	24
2	19	Designate.district.level.contact.person.	Free.Lunch.Eligible.mean	25
2	20	Designate.district.level.contact.person.	Free.Lunch.Eligible.sd	26
2	19	Designate.district.level.contact.person.	Free.Lunch.Eligible.median	27
2	20	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.min	28
2	20	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.mean	29
2	19	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.sd	30
2	20	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.median	31
2	20	Designate.district.level.contact.person.	Total.Students.mean	32
2	20	Designate.district.level.contact.person.	Total.Students.sd	33
2	20	Designate.district.level.contact.person.	Total.Students.median	34
2	20	Designate.district.level.contact.person.	Free.and.Reduced.Lunch.Students..Public.School..mean	35
2	20	Designate.district.level.contact.person.	Free.and.Reduced.Lunch.Students..Public.School..sd	36
2	20	Designate.district.level.contact.person.	Free.and.Reduced.Lunch.Students..Public.School..median	37
2	12	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.min	38
2	19	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.max	39
2	14	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.mean	40
2	8	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.sd	41
2	17	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.median	42
2	19	Designate.district.level.contact.person.	City..Large	43
2	13	Designate.district.level.contact.person.	Rural..Distant	44
2	18	Designate.district.level.contact.person.	Rural..Remote	45
2	18	Designate.district.level.contact.person.	Suburb..Large	46
2	20	Designate.district.level.contact.person.	Town..Distant	47
2	17	Free.Lunch.Eligible.median	Designate.district.level.contact.person.	1
2	20	Free.Lunch.Eligible.median	Administer.implementation.survey..e.g..Collabor...	2
2	13	Free.Lunch.Eligible.median	Use.technology.to.increase.the.quality.and.time...	3
2	12	Free.Lunch.Eligible.median	Participate.in.regional..cadre..and.state.event...	4
2	10	Free.Lunch.Eligible.median	Annually..summarize.district.wide.fidelity.and....	5
2	12	Free.Lunch.Eligible.median	Align.implementation.goals.with.CSIP..Comprehen...	6
2	3	Free.Lunch.Eligible.median	CFA.avg	7
2	3	Free.Lunch.Eligible.median	ETLP.avg	8
2	4	Free.Lunch.Eligible.median	DBDM.avg	9
2	5	Free.Lunch.Eligible.median	PD.avg	10
2	6	Free.Lunch.Eligible.median	Leadership.avg	11
2	6	Free.Lunch.Eligible.median	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	7	Free.Lunch.Eligible.median	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	5	Free.Lunch.Eligible.median	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	4	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	8	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	5	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	7	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	4	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	8	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..min	20
2	7	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..max	21
2	4	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..mean	22
2	6	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..sd	23
2	5	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..median	24
2	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.mean	25
2	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.sd	26
2	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	27
2	2	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.min	28
2	2	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.mean	29
2	5	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.sd	30
2	2	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.median	31
2	6	Free.Lunch.Eligible.median	Total.Students.mean	32
2	7	Free.Lunch.Eligible.median	Total.Students.sd	33
2	5	Free.Lunch.Eligible.median	Total.Students.median	34
2	1	Free.Lunch.Eligible.median	Free.and.Reduced.Lunch.Students..Public.School..mean	35
2	5	Free.Lunch.Eligible.median	Free.and.Reduced.Lunch.Students..Public.School..sd	36
2	1	Free.Lunch.Eligible.median	Free.and.Reduced.Lunch.Students..Public.School..median	37
2	1	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.min	38
2	1	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.max	39
2	1	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.mean	40
2	18	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.sd	41
2	1	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.median	42
2	4	Free.Lunch.Eligible.median	City..Large	43
2	7	Free.Lunch.Eligible.median	Rural..Distant	44
2	7	Free.Lunch.Eligible.median	Rural..Remote	45
2	20	Free.Lunch.Eligible.median	Suburb..Large	46
2	2	Free.Lunch.Eligible.median	Town..Distant	47
2	12	Free.Lunch.Eligible.sd	Designate.district.level.contact.person.	1
2	15	Free.Lunch.Eligible.sd	Administer.implementation.survey..e.g..Collabor...	2
2	10	Free.Lunch.Eligible.sd	Use.technology.to.increase.the.quality.and.time...	3
2	9	Free.Lunch.Eligible.sd	Participate.in.regional..cadre..and.state.event...	4
2	8	Free.Lunch.Eligible.sd	Annually..summarize.district.wide.fidelity.and....	5
2	9	Free.Lunch.Eligible.sd	Align.implementation.goals.with.CSIP..Comprehen...	6
2	9	Free.Lunch.Eligible.sd	CFA.avg	7
2	7	Free.Lunch.Eligible.sd	ETLP.avg	8
2	11	Free.Lunch.Eligible.sd	DBDM.avg	9
2	15	Free.Lunch.Eligible.sd	PD.avg	10
2	16	Free.Lunch.Eligible.sd	Leadership.avg	11
2	7	Free.Lunch.Eligible.sd	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	4	Free.Lunch.Eligible.sd	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	7	Free.Lunch.Eligible.sd	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	18	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	6	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	7	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	4	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	7	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	4	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..min	20
2	5	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..max	21
2	8	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..mean	22
2	4	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..sd	23
2	7	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..median	24
2	2	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.mean	25
2	1	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	26
2	2	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.median	27
2	7	Free.Lunch.Eligible.sd	Reduced.Lunch.Eligible.min	28
2	3	Free.Lunch.Eligible.sd	Reduced.Lunch.Eligible.mean	29
2	2	Free.Lunch.Eligible.sd	Reduced.Lunch.Eligible.sd	30
2	3	Free.Lunch.Eligible.sd	Reduced.Lunch.Eligible.median	31
2	7	Free.Lunch.Eligible.sd	Total.Students.mean	32
2	4	Free.Lunch.Eligible.sd	Total.Students.sd	33
2	7	Free.Lunch.Eligible.sd	Total.Students.median	34
2	2	Free.Lunch.Eligible.sd	Free.and.Reduced.Lunch.Students..Public.School..mean	35
2	2	Free.Lunch.Eligible.sd	Free.and.Reduced.Lunch.Students..Public.School..sd	36
2	2	Free.Lunch.Eligible.sd	Free.and.Reduced.Lunch.Students..Public.School..median	37
2	10	Free.Lunch.Eligible.sd	Free.Reduced.Lunch.Rate.min	38
2	2	Free.Lunch.Eligible.sd	Free.Reduced.Lunch.Rate.max	39
2	3	Free.Lunch.Eligible.sd	Free.Reduced.Lunch.Rate.mean	40
2	5	Free.Lunch.Eligible.sd	Free.Reduced.Lunch.Rate.sd	41
2	3	Free.Lunch.Eligible.sd	Free.Reduced.Lunch.Rate.median	42
2	2	Free.Lunch.Eligible.sd	City..Large	43
2	9	Free.Lunch.Eligible.sd	Rural..Distant	44
2	5	Free.Lunch.Eligible.sd	Rural..Remote	45
2	8	Free.Lunch.Eligible.sd	Suburb..Large	46
2	9	Free.Lunch.Eligible.sd	Town..Distant	47
2	3	Free.Reduced.Lunch.Rate.sd	Designate.district.level.contact.person.	1
2	14	Free.Reduced.Lunch.Rate.sd	Administer.implementation.survey..e.g..Collabor...	2
2	18	Free.Reduced.Lunch.Rate.sd	Use.technology.to.increase.the.quality.and.time...	3
2	20	Free.Reduced.Lunch.Rate.sd	Participate.in.regional..cadre..and.state.event...	4
2	14	Free.Reduced.Lunch.Rate.sd	Annually..summarize.district.wide.fidelity.and....	5
2	19	Free.Reduced.Lunch.Rate.sd	Align.implementation.goals.with.CSIP..Comprehen...	6
2	17	Free.Reduced.Lunch.Rate.sd	CFA.avg	7
2	13	Free.Reduced.Lunch.Rate.sd	ETLP.avg	8
2	15	Free.Reduced.Lunch.Rate.sd	DBDM.avg	9
2	4	Free.Reduced.Lunch.Rate.sd	PD.avg	10
2	4	Free.Reduced.Lunch.Rate.sd	Leadership.avg	11
2	16	Free.Reduced.Lunch.Rate.sd	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	9	Free.Reduced.Lunch.Rate.sd	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	16	Free.Reduced.Lunch.Rate.sd	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
