fill	x	y	key	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#FFF7F5	1	14	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Suburb..Large	46	0.5	1.5	13.5	14.5	#FFF7F5	0
#FFF0EB	1	17	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Town..Distant	47	0.5	1.5	16.5	17.5	#FFF0EB	0
#FFEDE7	1	5	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Designate.district.level.contact.person.	48	0.5	1.5	4.5	5.5	#FFEDE7	0
#FFD5C7	1	4	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Administer.implementation.survey..e.g..Collabor...	49	0.5	1.5	3.5	4.5	#FFD5C7	0
#FFAC92	1	3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Use.technology.to.increase.the.quality.and.time...	50	0.5	1.5	2.5	3.5	#FFAC92	0
#FFB8A2	1	2	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Participate.in.regional..cadre..and.state.event...	51	0.5	1.5	1.5	2.5	#FFB8A2	0
#FF9F83	1	3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Annually..summarize.district.wide.fidelity.and....	52	0.5	1.5	2.5	3.5	#FF9F83	0
#FF0000	1	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	53	0.5	1.5	0.5	1.5	#FF0000	0
#FFC4B0	1	5	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	CFA.avg	54	0.5	1.5	4.5	5.5	#FFC4B0	0
#FFC3B0	1	2	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	ETLP.avg	55	0.5	1.5	1.5	2.5	#FFC3B0	0
#FFC0AB	1	3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	DBDM.avg	56	0.5	1.5	2.5	3.5	#FFC0AB	0
#FFD4C4	1	2	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	PD.avg	57	0.5	1.5	1.5	2.5	#FFD4C4	0
#FFD6C8	1	5	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Leadership.avg	58	0.5	1.5	4.5	5.5	#FFD6C8	0
#FFC8B5	1	12	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..mean	59	0.5	1.5	11.5	12.5	#FFC8B5	0
#FFC1AC	1	10	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..sd	60	0.5	1.5	9.5	10.5	#FFC1AC	0
#FFDACE	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..median	61	0.5	1.5	12.5	13.5	#FFDACE	0
#FFF2ED	1	10	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..min	62	0.5	1.5	9.5	10.5	#FFF2ED	0
#FFBEA9	1	9	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..max	63	0.5	1.5	8.5	9.5	#FFBEA9	0
#FFCBB9	1	12	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	64	0.5	1.5	11.5	12.5	#FFCBB9	0
#FFC4B0	1	9	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	65	0.5	1.5	8.5	9.5	#FFC4B0	0
#FFD9CC	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..median	66	0.5	1.5	12.5	13.5	#FFD9CC	0
#F8F2FF	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..min	67	0.5	1.5	13.5	14.5	#F8F2FF	0
#FFDFD3	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..max	68	0.5	1.5	12.5	13.5	#FFDFD3	0
#FFDFD4	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..mean	69	0.5	1.5	13.5	14.5	#FFDFD4	0
#FFF2ED	1	16	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..sd	70	0.5	1.5	15.5	16.5	#FFF2ED	0
#FFDED3	1	15	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..median	71	0.5	1.5	14.5	15.5	#FFDED3	0
#FFDACD	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.mean	72	0.5	1.5	12.5	13.5	#FFDACD	0
#FFCFBF	1	12	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.sd	73	0.5	1.5	11.5	12.5	#FFCFBF	0
#FFE2D7	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.median	74	0.5	1.5	12.5	13.5	#FFE2D7	0
#FFF0EA	1	16	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.min	75	0.5	1.5	15.5	16.5	#FFF0EA	0
#FFDCD0	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.mean	76	0.5	1.5	13.5	14.5	#FFDCD0	0
#FFD3C3	1	12	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.sd	77	0.5	1.5	11.5	12.5	#FFD3C3	0
#FFE2D7	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.median	78	0.5	1.5	13.5	14.5	#FFE2D7	0
#FFC8B5	1	12	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.mean	79	0.5	1.5	11.5	12.5	#FFC8B5	0
#FFC1AC	1	10	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.sd	80	0.5	1.5	9.5	10.5	#FFC1AC	0
#FFDACD	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.median	81	0.5	1.5	12.5	13.5	#FFDACD	0
#FFD7C9	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..mean	82	0.5	1.5	12.5	13.5	#FFD7C9	0
#FFCBB9	1	10	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..sd	83	0.5	1.5	9.5	10.5	#FFCBB9	0
#FFE0D5	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..median	84	0.5	1.5	13.5	14.5	#FFE0D5	0
#F9F4FF	1	13	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.min	85	0.5	1.5	12.5	13.5	#F9F4FF	0
#FFF3EF	1	11	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.max	86	0.5	1.5	10.5	11.5	#FFF3EF	0
#FFFFFE	1	18	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.mean	87	0.5	1.5	17.5	18.5	#FFFFFE	0
#FFF4EF	1	16	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.sd	88	0.5	1.5	15.5	16.5	#FFF4EF	0
#FFFFFF	1	20	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.median	89	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFEDE7	1	11	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	City..Large	90	0.5	1.5	10.5	11.5	#FFEDE7	0
#EDDFFF	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Rural..Distant	91	0.5	1.5	13.5	14.5	#EDDFFF	0
#FDFBFF	1	20	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Rural..Remote	92	0.5	1.5	19.5	20.5	#FDFBFF	0
#FFE6DC	1	9	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Suburb..Large	93	0.5	1.5	8.5	9.5	#FFE6DC	0
#FFEEE7	1	14	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Town..Distant	94	0.5	1.5	13.5	14.5	#FFEEE7	0
#FFF3EE	1	9	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Designate.district.level.contact.person.	95	0.5	1.5	8.5	9.5	#FFF3EE	0
#FFC5B1	1	2	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Administer.implementation.survey..e.g..Collabor...	96	0.5	1.5	1.5	2.5	#FFC5B1	0
#FF9172	1	2	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Use.technology.to.increase.the.quality.and.time...	97	0.5	1.5	1.5	2.5	#FF9172	0
#FFBAA4	1	3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Participate.in.regional..cadre..and.state.event...	98	0.5	1.5	2.5	3.5	#FFBAA4	0
#FF0000	1	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	99	0.5	1.5	0.5	1.5	#FF0000	0
#FF9F83	1	2	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Align.implementation.goals.with.CSIP..Comprehen...	100	0.5	1.5	1.5	2.5	#FF9F83	0
#FFB9A2	1	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	CFA.avg	101	0.5	1.5	0.5	1.5	#FFB9A2	0
#FFB79F	1	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	ETLP.avg	102	0.5	1.5	0.5	1.5	#FFB79F	0
#FFBCA6	1	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	DBDM.avg	103	0.5	1.5	0.5	1.5	#FFBCA6	0
#FFBFAA	1	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	PD.avg	104	0.5	1.5	0.5	1.5	#FFBFAA	0
#FFC7B5	1	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Leadership.avg	105	0.5	1.5	0.5	1.5	#FFC7B5	0
#FFE3D9	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..mean	106	0.5	1.5	16.5	17.5	#FFE3D9	0
#FFE3D9	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..sd	107	0.5	1.5	16.5	17.5	#FFE3D9	0
#FFEEE8	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..median	108	0.5	1.5	16.5	17.5	#FFEEE8	0
#FFFAF8	1	16	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..min	109	0.5	1.5	15.5	16.5	#FFFAF8	0
#FFE2D8	1	18	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..max	110	0.5	1.5	17.5	18.5	#FFE2D8	0
#FFEAE2	1	18	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	111	0.5	1.5	17.5	18.5	#FFEAE2	0
#FFE6DD	1	18	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	112	0.5	1.5	17.5	18.5	#FFE6DD	0
#FFF2ED	1	18	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..median	113	0.5	1.5	17.5	18.5	#FFF2ED	0
#FFFBF9	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..min	114	0.5	1.5	16.5	17.5	#FFFBF9	0
#FFEDE7	1	18	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..max	115	0.5	1.5	17.5	18.5	#FFEDE7	0
#FFE5DB	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..mean	116	0.5	1.5	14.5	15.5	#FFE5DB	0
#FFFFFF	1	20	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..sd	117	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFE6DD	1	16	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..median	118	0.5	1.5	15.5	16.5	#FFE6DD	0
#FFE5DB	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.mean	119	0.5	1.5	14.5	15.5	#FFE5DB	0
#FFE4DA	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.sd	120	0.5	1.5	16.5	17.5	#FFE4DA	0
#FFE7DE	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.median	121	0.5	1.5	14.5	15.5	#FFE7DE	0
#FFEDE7	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.min	122	0.5	1.5	14.5	15.5	#FFEDE7	0
#FFE8DF	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.mean	123	0.5	1.5	14.5	15.5	#FFE8DF	0
#FFE6DD	1	16	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.sd	124	0.5	1.5	15.5	16.5	#FFE6DD	0
#FFE9E1	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.median	125	0.5	1.5	14.5	15.5	#FFE9E1	0
#FFE3D9	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students.mean	126	0.5	1.5	16.5	17.5	#FFE3D9	0
#FFE3D9	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students.sd	127	0.5	1.5	16.5	17.5	#FFE3D9	0
#FFEEE8	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students.median	128	0.5	1.5	16.5	17.5	#FFEEE8	0
#FFE3D9	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..mean	129	0.5	1.5	14.5	15.5	#FFE3D9	0
#FFE2D7	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..sd	130	0.5	1.5	16.5	17.5	#FFE2D7	0
#FFE6DD	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..median	131	0.5	1.5	14.5	15.5	#FFE6DD	0
#FFFBF9	1	16	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.min	132	0.5	1.5	15.5	16.5	#FFFBF9	0
#FFF9F7	1	16	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.max	133	0.5	1.5	15.5	16.5	#FFF9F7	0
#FFFAF8	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.mean	134	0.5	1.5	14.5	15.5	#FFFAF8	0
#F5EEFF	1	13	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.sd	135	0.5	1.5	12.5	13.5	#F5EEFF	0
#FFFBF9	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.median	136	0.5	1.5	14.5	15.5	#FFFBF9	0
