x	y	label	clickSelects	showSelected1	group
2	-24.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students..All.Grades..Excludes.AE...Public.School..median	20
2	-20.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..min	21
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..max	22
2	-24.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	23
2	-22.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	24
2	-24.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..median	25
2	-16.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..min	26
2	-20.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..max	27
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..mean	28
2	-14.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..sd	29
2	-21.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..median	30
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Lunch.Eligible.mean	31
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Lunch.Eligible.sd	32
2	-22.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Lunch.Eligible.median	33
2	-21.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Reduced.Lunch.Eligible.mean	34
2	-25.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Reduced.Lunch.Eligible.sd	35
2	-18.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Reduced.Lunch.Eligible.median	36
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students.mean	37
2	-22.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students.sd	38
2	-24.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students.median	39
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.and.Reduced.Lunch.Students..Public.School..mean	40
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.and.Reduced.Lunch.Students..Public.School..sd	41
2	-22.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.and.Reduced.Lunch.Students..Public.School..median	42
2	-24.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.min	43
2	-17.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.max	44
2	-21.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.mean	45
2	-17.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.sd	46
2	-21.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Free.Reduced.Lunch.Rate.median	47
2	-8.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	City..Large	48
2	-15.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Suburb..Large	49
2	-23.3	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Town..Distant	50
2	-8.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Form.district.leadership.team..DLT....see.Bluep...	51
2	-7.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Designate.district.level.contact.person.	52
2	-6.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Develop.a.district.wide.plan.for.consistent.and...	53
2	-10.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Administer.implementation.survey..e.g..Collabor...	54
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Use.technology.to.increase.the.quality.and.time...	55
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	56
2	-8.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Develop.and.implement.protocol.for.conducting.w...	57
2	-8.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Annually..summarize.district.wide.fidelity.and....	58
2	-3.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Develop.timelines.and.expectations.aligning.imp...	59
2	-1.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	60
2	-8.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Teacher_leader_growth_mindset_In_Place	61
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total_amount_in_place	62
2	-11.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	CFA_avg	63
2	-7.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	ETLP_avg	64
2	-6.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	DBDM_avg	65
2	-10.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	PD_avg	66
2	-13.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Leadership_avg	67
2	-11.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..mean	68
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..sd	69
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students..All.Grades..Excludes.AE...Public.School..median	70
2	-16.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..min	71
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..max	72
2	-11.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	73
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	74
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Full.Time.Equivalent..FTE..Teachers..Public.School..median	75
2	-13.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..min	76
2	-11.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..max	77
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..mean	78
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..sd	79
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Pupil.Teacher.Ratio..Public.School..median	80
2	-14.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.mean	81
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.sd	82
2	-14.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Lunch.Eligible.median	83
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.mean	84
2	-10.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.sd	85
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Reduced.Lunch.Eligible.median	86
2	-11.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.mean	87
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.sd	88
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total.Students.median	89
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..mean	90
2	-9.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..sd	91
2	-14.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.and.Reduced.Lunch.Students..Public.School..median	92
2	-12.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.min	93
2	-23.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.max	94
2	-14.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.mean	95
2	-19.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.sd	96
2	-14.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Free.Reduced.Lunch.Rate.median	97
2	-10.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	City..Large	98
2	-8.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Suburb..Large	99
2	-14.3	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Town..Distant	100
2	-10.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Form.district.leadership.team..DLT....see.Bluep...	101
2	-11.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Designate.district.level.contact.person.	102
2	-8.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Develop.a.district.wide.plan.for.consistent.and...	103
2	-5.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Administer.implementation.survey..e.g..Collabor...	104
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Use.technology.to.increase.the.quality.and.time...	105
2	-5.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	106
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Develop.and.implement.protocol.for.conducting.w...	107
2	-1.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	108
2	-5.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Develop.timelines.and.expectations.aligning.imp...	109
2	-5.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Align.implementation.goals.with.CSIP..Comprehen...	110
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Teacher_leader_growth_mindset_In_Place	111
2	-6.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total_amount_in_place	112
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	CFA_avg	113
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	ETLP_avg	114
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	DBDM_avg	115
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	PD_avg	116
2	-4.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Leadership_avg	117
2	-15.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..mean	118
2	-18.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..sd	119
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students..All.Grades..Excludes.AE...Public.School..median	120
2	-15.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..min	121
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..max	122
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	123
2	-19.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	124
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Full.Time.Equivalent..FTE..Teachers..Public.School..median	125
2	-25.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..min	126
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..max	127
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..mean	128
2	-25.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..sd	129
2	-15.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Pupil.Teacher.Ratio..Public.School..median	130
2	-18.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.mean	131
2	-19.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.sd	132
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Lunch.Eligible.median	133
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.mean	134
2	-15.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.sd	135
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Reduced.Lunch.Eligible.median	136
2	-15.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students.mean	137
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students.sd	138
2	-16.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total.Students.median	139
2	-18.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..mean	140
2	-19.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..sd	141
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.and.Reduced.Lunch.Students..Public.School..median	142
2	-25.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.min	143
2	-25.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.max	144
2	-24.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.mean	145
2	-9.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.sd	146
2	-23.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Free.Reduced.Lunch.Rate.median	147
2	-23.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	City..Large	148
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Suburb..Large	149
2	-17.3	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Town..Distant	150
2	-19.3	City..Large	City..Large	Form.district.leadership.team..DLT....see.Bluep...	151
2	-20.3	City..Large	City..Large	Designate.district.level.contact.person.	152
2	-24.3	City..Large	City..Large	Develop.a.district.wide.plan.for.consistent.and...	153
2	-13.3	City..Large	City..Large	Administer.implementation.survey..e.g..Collabor...	154
2	-23.3	City..Large	City..Large	Use.technology.to.increase.the.quality.and.time...	155
2	-25.3	City..Large	City..Large	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	156
2	-21.3	City..Large	City..Large	Develop.and.implement.protocol.for.conducting.w...	157
2	-25.3	City..Large	City..Large	Annually..summarize.district.wide.fidelity.and....	158
2	-23.3	City..Large	City..Large	Develop.timelines.and.expectations.aligning.imp...	159
2	-23.3	City..Large	City..Large	Align.implementation.goals.with.CSIP..Comprehen...	160
2	-24.3	City..Large	City..Large	Teacher_leader_growth_mindset_In_Place	161
2	-24.3	City..Large	City..Large	Total_amount_in_place	162
2	-24.3	City..Large	City..Large	CFA_avg	163
2	-22.3	City..Large	City..Large	ETLP_avg	164
2	-24.3	City..Large	City..Large	DBDM_avg	165
2	-25.3	City..Large	City..Large	PD_avg	166
2	-25.3	City..Large	City..Large	Leadership_avg	167
2	-20.3	City..Large	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..mean	168
2	-14.3	City..Large	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..sd	169
2	-20.3	City..Large	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..median	170
2	-13.3	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..min	171
2	-13.3	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..max	172
2	-16.3	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	173
2	-12.3	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	174
2	-18.3	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..median	175
2	-12.3	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..min	176
2	-23.3	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..max	177
2	-22.3	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..mean	178
2	-19.3	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..sd	179
2	-20.3	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..median	180
2	-8.3	City..Large	City..Large	Free.Lunch.Eligible.mean	181
2	-7.3	City..Large	City..Large	Free.Lunch.Eligible.sd	182
2	-10.3	City..Large	City..Large	Free.Lunch.Eligible.median	183
2	-10.3	City..Large	City..Large	Reduced.Lunch.Eligible.mean	184
2	-8.3	City..Large	City..Large	Reduced.Lunch.Eligible.sd	185
2	-10.3	City..Large	City..Large	Reduced.Lunch.Eligible.median	186
2	-20.3	City..Large	City..Large	Total.Students.mean	187
2	-14.3	City..Large	City..Large	Total.Students.sd	188
2	-21.3	City..Large	City..Large	Total.Students.median	189
2	-8.3	City..Large	City..Large	Free.and.Reduced.Lunch.Students..Public.School..mean	190
2	-8.3	City..Large	City..Large	Free.and.Reduced.Lunch.Students..Public.School..sd	191
2	-11.3	City..Large	City..Large	Free.and.Reduced.Lunch.Students..Public.School..median	192
2	-5.3	City..Large	City..Large	Free.Reduced.Lunch.Rate.min	193
2	-5.3	City..Large	City..Large	Free.Reduced.Lunch.Rate.max	194
2	-6.3	City..Large	City..Large	Free.Reduced.Lunch.Rate.mean	195
2	-8.3	City..Large	City..Large	Free.Reduced.Lunch.Rate.sd	196
2	-6.3	City..Large	City..Large	Free.Reduced.Lunch.Rate.median	197
2	-1.3	City..Large	City..Large	City..Large	198
2	-20.3	City..Large	City..Large	Suburb..Large	199
2	-21.3	City..Large	City..Large	Town..Distant	200
2	-13.3	DBDM_avg	DBDM_avg	Form.district.leadership.team..DLT....see.Bluep...	201
2	-22.3	DBDM_avg	DBDM_avg	Designate.district.level.contact.person.	202
2	-11.3	DBDM_avg	DBDM_avg	Develop.a.district.wide.plan.for.consistent.and...	203
2	-18.3	DBDM_avg	DBDM_avg	Administer.implementation.survey..e.g..Collabor...	204
2	-13.3	DBDM_avg	DBDM_avg	Use.technology.to.increase.the.quality.and.time...	205
2	-13.3	DBDM_avg	DBDM_avg	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	206
2	-10.3	DBDM_avg	DBDM_avg	Develop.and.implement.protocol.for.conducting.w...	207
2	-11.3	DBDM_avg	DBDM_avg	Annually..summarize.district.wide.fidelity.and....	208
2	-11.3	DBDM_avg	DBDM_avg	Develop.timelines.and.expectations.aligning.imp...	209
2	-11.3	DBDM_avg	DBDM_avg	Align.implementation.goals.with.CSIP..Comprehen...	210
2	-12.3	DBDM_avg	DBDM_avg	Teacher_leader_growth_mindset_In_Place	211
2	-13.3	DBDM_avg	DBDM_avg	Total_amount_in_place	212
2	-3.3	DBDM_avg	DBDM_avg	CFA_avg	213
2	-3.3	DBDM_avg	DBDM_avg	ETLP_avg	214
2	-1.3	DBDM_avg	DBDM_avg	DBDM_avg	215
2	-2.3	DBDM_avg	DBDM_avg	PD_avg	216
2	-2.3	DBDM_avg	DBDM_avg	Leadership_avg	217
2	-9.3	DBDM_avg	DBDM_avg	Total.Students..All.Grades..Excludes.AE...Public.School..mean	218
2	-11.3	DBDM_avg	DBDM_avg	Total.Students..All.Grades..Excludes.AE...Public.School..sd	219
2	-10.3	DBDM_avg	DBDM_avg	Total.Students..All.Grades..Excludes.AE...Public.School..median	220
2	-5.3	DBDM_avg	DBDM_avg	Full.Time.Equivalent..FTE..Teachers..Public.School..min	221
2	-10.3	DBDM_avg	DBDM_avg	Full.Time.Equivalent..FTE..Teachers..Public.School..max	222
2	-9.3	DBDM_avg	DBDM_avg	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	223
2	-10.3	DBDM_avg	DBDM_avg	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	224
2	-9.3	DBDM_avg	DBDM_avg	Full.Time.Equivalent..FTE..Teachers..Public.School..median	225
2	-19.3	DBDM_avg	DBDM_avg	Pupil.Teacher.Ratio..Public.School..min	226
2	-9.3	DBDM_avg	DBDM_avg	Pupil.Teacher.Ratio..Public.School..max	227
2	-8.3	DBDM_avg	DBDM_avg	Pupil.Teacher.Ratio..Public.School..mean	228
